0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF
1;  ;215005              ;Deudas por comisiones a contratistas    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;215000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;215006              ;Combustible entregado a transportistas  ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;215000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;215007              ;Otras deudas a proveedores              ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;215000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216000              ;OBLIGACIONES TRIBUTARIAS                ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216001              ;Debito fiscal - IVA 13%                 ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216002              ;Impuesto a los inmuebles                ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216003              ;Impuesto sobre las utilidades de las emp;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216004              ;RC-IVA 13% F-98                         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216005              ;Retenciones RC-IVA 13% F-94             ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216006              ;Impuesto a las transacciones 3% F-156   ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216007              ;Retencion del Impto. a las transacciones;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216008              ;Impuesto a los consumos especificos     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216009              ;Impuesto a los vehiculos automotores    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;216010              ;Patentes                                ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;216000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217000              ;SUELDOS, JORNALES Y FINIQUITOS POR PAGAR;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217001              ;Sueldos por pagar                       ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217002              ;Jornales por pagar                      ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217003              ;Finiquitos por pagar                    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217004              ;Subsidios por pagar(Lactancia-Pre Natal);                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217005              ;Aguinaldo                               ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217006              ;Bono de produccion                      ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217007              ;Prima anual                             ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217008              ;Bono vacacional                         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217009              ;Subsidios por Pagar (Bono Natalidad)    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;217010              ;Subsidios por Pagar (Sepelio)           ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;217000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218000              ;APORTES Y RETENCIONES POR PAGAR         ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218001              ;Caja nacional de salud (10%)            ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218002              ;Fonvis (2%)                             ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218003              ;Infocal (1%)                            ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218004              ;Club san aurelio                        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218005              ;Ministerio de trabajo y DD.LL.          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218006              ;Sindicato de trabajadores san aurelio   ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218007              ;Aporte confederacion de fabriles        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218008              ;Cuota mortuoria                         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218009              ;Retenciones judiciales                  ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218010              ;Federacion de trabajadores zafreros     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218011              ;AFP Futuro Bolivia (10%) Laboral        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218012              ;Comisiones Laborales (0,5%) Futuro      ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218013              ;Invalidez Laboral (1,71%) Futuro        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218014              ;AFP Prevision BVB (10%) Laboral         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218015              ;Comisiones Laborales (0,5%) Prevision   ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218016              ;Invalidez Laboral (1,71%) Prevision     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218017              ;AFP Futuro(1,71%) Patronal              ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218018              ;AFP Prevision(1,71%) Patronal           ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218019              ;Aportes pro-vivienda AFP Futuro         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218020              ;Aportes pro-vivienda AFP Prevision      ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218021              ;Caja nacional de salud(convenio)        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218022              ;Caja Nacional de Salud (nuevo convenio) ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218023              ;Fonvis(convenio)                        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218024              ;AFP Prevision BBVA (convenio)           ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218025              ;AFP Futuro (convenio)                   ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;218026              ;Secretaria nacional de pensiones(conveni;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;218000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;219000              ;OTRAS CUENTAS POR PAGAR                 ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;219001              ;Otros por pagar                         ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;219000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;219002              ;Nivelacion de otros por pagar           ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;219000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;220000              ;PASIVO NO CORRIENTE                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;200000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;221000              ;OBLIGACIONES BANCARIAS L/P              ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;220000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;221001              ;Banco Mercantil Santa Cruz S.A          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;221000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;221002              ;Banco Mercantil S.A                     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;221000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;221003              ;Banco de la Union S.A.                  ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;221000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;221004              ;Banco Economico S.A                     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;221000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;222000              ;INTERESES BANCARIOS                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;220000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;222001              ;Intereses Banco Mercantil Santa Cruz S.A;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;222000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;222002              ;Intereses Mercantil S.A.                ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;222000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;222003              ;Intereses Banco de la Union S.A.        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;222000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;222004              ;Intereses Banco Economico S.A.          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;222000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;223000              ;PREVISIONES                             ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;220000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;223001              ;Prevision para indemnizaciones          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;223000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;300000              ;PATRIMONIO                              ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;                    ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;310000              ;PATRIMONIO                              ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;300000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;311000              ;CAPITAL SOCIAL                          ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;310000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;311001              ;Capital pagado                          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;311000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;312000              ;AJUSTE A CAPITAL                        ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;310000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;312001              ;Ajuste a capital                        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;312000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;313000              ;RESERVAS                                ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;310000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;300000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
