BRW_CODROL;BRW_DESROL;BRW_SUBGRU;BRW_GRUPO;BRW_CAPITU;BRW_OD;BRW_AMB;BRW_HCO;BRW_HSO;BRW_PAC;BRW_DUT;BRW_SEQROL
31403140;IMPLANTE DE GERADOR PARA NEUROESTIMULAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;1;002254
31403158;LESÃO DE NERVOS ASSOCIADA À LESÃO ÓSSEA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002255
31403166;LESÃO ESTEREOTÁXICA DE ESTRUTURAS PROFUNDAS PARA TRATAMENTO DA DOR OU MOVIMENTO ANORMAL;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002256
31403174;MICROCIRURGIA DO PLEXO BRAQUIAL COM A EXPLORAÇÃO, NEURÓLISE E ENXERTOS INTERFASCICULARES PARA REPARO DAS LESÕES;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002257
31403182;MICROCIRURGIA DO PLEXO BRAQUIAL COM A EXPLORAÇÃO, NEURÓLISE E ENXERTOS INTERFASCICULARES PARA REPARO DAS LESÕES;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002258
31403204;MICRONEURÓLISE INTRANEURAL OU INTRAFASCICULAR;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002259
31403212;MICRONEURÓLISE INTRANEURAL OU INTRAFASCICULAR;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002260
31403220;MICRONEURÓLISE;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002261
31403239;MICRONEURÓLISE;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002262
31403255;MICRONEURORRAFIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002263
31403263;MICRONEURORRAFIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002264
31403271;ANASTOMOSE ESPINO-FACIAL;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002265
31403280;NEURÓLISE DAS SÍNDROMES COMPRESSIVAS;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002266
31403298;NEUROTRIPSIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002267
31403301;REPOSIÇÃO DE FÁRMACO(S) EM BOMBAS IMPLANTADAS;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002268
31403310;RESSECÇÃO DE NEUROMA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002269
31403328;REVISÃO DE SISTEMA IMPLANTADOS PARA INFUSÃO DE FÁRMACOS;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002270
31403336;RIZOTOMIA PERCUTÂNEA COM OU SEM RADIOFREQUÊNCIA (COM DIRETRIZ DE UTILIZAÇÃO);NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;1;002271
31403344;SIMPATECTOMIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002272
31403352;TRANSPOSIÇÃO DE NERVO;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002273
31403360;MICROCIRURGIA DE NERVOS PERIFÉRICOS;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002274
31403379;SIMPATECTOMIA POR VIDEOTORACOSCOPIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002275
31403387;NEUROTOMIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002276
31404014;DESCOMPRESSÃO VASCULAR DE NERVOS CRANIANOS;NERVOS CRANIANOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002277
31404022;NEUROTOMIA;NERVOS PERIFÉRICOS;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002278
31405010;BLOQUEIO DO SISTEMA NERVOSO AUTÔNOMO;SISTEMA NERVOSO AUTÔNOMO;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002279
31405029;LESÃO DO SISTEMA NERVOSO AUTÔNOMO;SISTEMA NERVOSO AUTÔNOMO;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002280
31405037;ESCALENOTOMIA;PESCOÇO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002281
31501010;TRANSPLANTE DE CÓRNEA;CÓRNEA;TRANSPLANTES DE ÓRGÃOS OU TECIDOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002282
31501028;RETIRADA PARA TRANSPLANTE;CÓRNEA;TRANSPLANTES DE ÓRGÃOS OU TECIDOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002283
31506011;TRANSPLANTE RENAL (RECEPTOR E DOADOR VIVO);RIM;TRANSPLANTES DE ÓRGÃOS OU TECIDOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002284
31506038;NEFRECTOMIA EM DOADOR VIVO;RIM;TRANSPLANTES DE ÓRGÃOS OU TECIDOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002285
31506046;NEFRECTOMIA LAPAROSCÓPICA;RIM, BACINETE E SUPRA-RENAL;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002286
31601014;SESSÃO DE ACUPUNTURA;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;;;;;002287
31602029;ANALGESIA POR CATETER PERIDURAL;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002288
31602037;ANESTESIA GERAL OU CON1IVA PARA REALIZAÇÃO DE BLOQUEIO NEUROLÍTICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002289
31602045;BLOQUEIO ANESTÉSICO DE NERVOS CRANIANOS;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002290
31602053;BLOQUEIO ANESTÉSICO DE PLEXO CELÍACO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002291
31602061;BLOQUEIO ANESTÉSICO SIMPÁTICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002292
31602070;BLOQUEIO ANESTÉSICO DE PLEXOS NERVOSOS (LOMBOSSACRO, BRAQUIAL, CERVICAL) PARA TRATAMENTO DE DOR;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002293
31602088;BLOQUEIO DE ARTICULAÇÃO TÊMPORO-MANDIBULAR;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002294
31602096;BLOQUEIO DE GÂNGLIO ESTRELADO COM ANESTÉSICO LOCAL;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002295
31602100;BLOQUEIO DE GÂNGLIO ESTRELADO COM NEUROLÍTICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002296
31602118;BLOQUEIO DE NERVO PERIFÉRICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;SISTEMA NERVOSO - CENTRAL E PERIFÉRICO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002297
31602126;BLOQUEIO FACETÁRIO PARA-ESPINHOSO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002298
31602134;BLOQUEIO NEUROLÍTICO DE NERVOS CRANIANOS OU CÉRVICO-TORÁCICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002299
31602142;BLOQUEIO NEUROLÍTICO DO PLEXO CELÍACO, SIMPÁTICO LOMBAR OU TORÁCICO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002300
31602150;BLOQUEIO NEUROLÍTICO PERIDURAL OU SUBARACNÓIDEO;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002301
31602169;BLOQUEIO PERIDURAL OU SUBARACNÓIDEO COM CORTICÓIDE;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;PAC;;002302
31602177;BLOQUEIO SIMPÁTICO POR VIA VENOSA;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;;HCO;HSO;;;002303
31602185;ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;AMB;HCO;HSO;;1;002304
31602207;INSTALAÇÃO DE BOMBA DE INFUSÃO PARA ANALGESIA EM DOR AGUDA OU CRÔNICA, POR QUALQUER VIA;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002305
31602223;ANALGESIA POR CATETER PERIDURAL;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002306
31602231;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002307
31602240;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002308
31602258;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002309
31602266;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002310
31602274;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002311
31602282;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002312
31602290;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002313
31602304;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002314
31602312;CONTIDOS NO CORPO DA RN 211;;;;;AMB;HCO;HSO;;;002315
31602320;CONTIDOS NO CORPO DA RN 211;;;;;;;;;;002316
31602339;BLOQUEIO ANESTÉSICO DE PLEXOS NERVOSOS (LOMBOSSACRO, BRAQUIAL, CERVICAL) PARA TRATAMENTO DE DOR;BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;OUTROS PROCEDIMENTOS INVASIVOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;;AMB;HCO;HSO;;;002317
40101010;ECG CONVENCIONAL;ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002318
40101029;ECG DE ALTA RESOLUÇÃO;ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002319
40101037;TESTE ERGOMÉTRICO (INCLUI ECG BASAL CONVENCIONAL) - COM DIRETRIZ DE UTILIZAÇÃO;ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002320
40101045;TESTE ERGOMÉTRICO (INCLUI ECG BASAL CONVENCIONAL) - COM DIRETRIZ DE UTILIZAÇÃO;ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002321
40101053;ESTUDO DA VARIABILIDADE DA FREQUÊNCIA CARDÍACA;ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002322
40101061;ERGOESPIROMETRIA OU TESTE CARDIOPULMONAR DE EXERCÍCIO COMPLETO (ESPIROMETRIA FORÇADA, CONSUMO DE O2, PRODUÇÃO DE CO2 E DERIVADOS, ECG, OXIMETRIA);ECG - TE;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002323
40102025;MANOMETRIA ANORRETAL;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002324
40102033;MANOMETRIA ANORRETAL;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002325
40102041;MANOMETRIA ANORRETAL;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002326
40102050;MANOMETRIA ESOFÁGICA COM OU SEM TESTE PROVOCATIVO;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002327
40102068;MANOMETRIA ESOFÁGICA COM OU SEM TESTE PROVOCATIVO;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002328
40102076;MANOMETRIA ESOFÁGICA PARA LOCALIZAÇÃO DOS ESFÍNCTERES PRÉ-PH-METRIA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002329
40102084;PH-METRIA ESOFÁGICA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002330
40102092;PH-METRIA ESOFÁGICA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002331
40102106;PH-METRIA ESOFÁGICA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002332
40102122;PH-METRIA ESOFÁGICA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002333
40102130;PH-METRIA ESOFÁGICA;TUBO DIGESTIVO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002334
40103013;ESPECTROGRAFIA VOCAL;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002335
40103056;POTENCIAL EVOCADO AUDITIVO DE ESTADO ESTÁVEL - PEAEE (STEADY STATE);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002336
40103064;PESQUISA DE POTENCIAIS EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002337
40103072;AUDIOMETRIA TONAL LIMIAR;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002338
40103080;AUDIOMETRIA TONAL LIMIAR CONDICIONADA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002339
40103099;AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO/INTELIGIBILIDADE (LOGOAUDIOMETRIA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002340
40103102;AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO/INTELIGIBILIDADE (LOGOAUDIOMETRIA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002341
40103110;AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA / AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002342
40103137;CAMPIMETRIA MANUAL OU COMPUTADORIZADA;PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002343
40103161;IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002344
40103170;ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002345
40103188;EEG INTRA-OPERATÓRIO PARA MONITORIZAÇÃO CIRÚRGICA NÃO NEUROLÓGICA (EEG/IO);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002346
40103196;ELETROENCEFALOGRAMA DIGITAL QUANTITATIVO (MAPEAMENTO CEREBRAL) COM OU SEM ANÁLISE DE COERÊNCIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;002347
40103200;ELETROENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE CEREBRAL, SONO, SEDAÇÃO, EEG PROLONGADO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002348
40103234;ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002349
40103242;ELETRO-OCULOGRAFIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002350
40103250;ELETRO-RETINOGRAFIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002351
40103269;ELETROCOCLEOGRAFIA (ECOCHG);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002352
40103277;ELETROCORTICOGRAFIA INTRA-OPERATÓRIA (ECOG);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002353
40103285;ELETROGLOTOGRAFIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002354
40103307;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002355
40103315;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002356
40103323;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002357
