CT1_CONTA;CT1_DESC01;CT1_CLASSE;CT1_NORMAL;CT1_BLOQ;CT1_CTASUP;CT1_CTLALU;CT1_DIOPS
351189;Receitas com Outros Títulos de Renda Fixa  - Privados  ;1;2;2;35118;351189;3
35118901;Receitas com Outros Títulos de Renda Fixa - Privados;1;2;2;351189;35118901;3
351189011;Juros;2;2;2;35118901;351189011;3
351189012;Atualização Monetária;2;2;2;35118901;351189012;3
351189013;Ajuste ao Valor de Mercado;2;2;2;35118901;351189013;3
351189019;Outras Receitas;2;2;2;35118901;351189019;3
3512;RECEITAS COM TÍTULOS DE RENDA FIXA PÚBLICOS;1;2;2;351;3512;3
35121;RECEITAS COM TÍTULOS DE RENDA FIXA PÚBLICOS;1;2;2;3512;35121;3
351219;Receitas com Títulos da Dívida Pública Interna;1;2;2;35121;351219;3
35121901;Receitas com Títulos da Dívida Pública Interna;1;2;2;351219;35121901;3
351219011;Juros;2;2;2;35121901;351219011;3
351219012;Atualização Monetária;2;2;2;35121901;351219012;3
351219013;Ajuste ao Valor de Mercado;2;2;2;35121901;351219013;3
351219019;Outras Receitas;2;2;2;35121901;351219019;3
35124;RECEITAS COM COTAS DE FUNDOS DE INVESTIMENTOS;1;2;2;3512;35124;3
351249;Receitas com Cotas de Fundos de Investimento;1;2;2;35124;351249;3
35124901;Receitas com Cotas de Fundos de Investimento;1;2;2;351249;35124901;3
351249011;Oscilação do Valor de Cotas;2;2;2;35124901;351249011;3
351249012;Ajuste ao Valor de Mercado;2;2;2;35124901;351249012;3
351249019;Outras Receitas;2;2;2;35124901;351249019;3
35128;RECEITAS COM OUTROS TÍTULOS DE RENDA FIXA - PÚBLICOS;1;2;2;3512;35128;3
351289;Receitas com Outros Títulos de Renda Fixa Públicos;1;2;2;35128;351289;3
35128901;Receitas com Outros Títulos de Renda Fixa Públicos;1;2;2;351289;35128901;3
351289011;Juros;2;2;2;35128901;351289011;3
351289012;Atualização Monetária;2;2;2;35128901;351289012;3
351289013;Ajuste ao Valor de Mercado;2;2;2;35128901;351289013;3
351289019;Outras Receitas;2;2;2;35128901;351289019;3
3513;RECEITAS COM TÍTULOS DE RENDA VARIÁVEL;1;2;2;351;3513;3
35131;RECEITAS COM AÇÕES;1;2;2;3513;35131;3
351319;Receitas com Ações;1;2;2;35131;351319;3
35131901;Receitas com Ações;1;2;2;351319;35131901;3
351319011;Ajuste ao Valor de Mercado;2;2;2;35131901;351319011;3
351319019;Outras Receitas;2;2;2;35131901;351319019;3
35134;RECEITAS COM COTAS DE FUNDOS DE INVESTIMENTOS;1;2;2;3513;35134;3
351349;Receitas com Cotas de Fundos de Investimentos;1;2;2;35134;351349;3
35134901;Receitas com Cotas de Fundos de Investimentos;1;2;2;351349;35134901;3
351349011;Oscilação do Valor de Cotas;2;2;2;35134901;351349011;3
351349012;Ajuste ao Valor de Mercado;2;2;2;35134901;351349012;3
351349019;Outras Receitas;2;2;2;35134901;351349019;3
35138;RECEITAS COM OUTROS TÍTULOS DE RENDA VARIÁVEL;1;2;2;3513;35138;3
351389;Receitas com Outros Títulos de Renda Variável;1;2;2;35138;351389;3
35138901;Receitas com Outros Títulos de Renda Variável;1;2;2;351389;35138901;3
351389011;Juros;2;2;2;35138901;351389011;3
351389012;Atualização Monetária;2;2;2;35138901;351389012;3
351389013;Ajuste ao Valor de Mercado;2;2;2;35138901;351389013;3
351389019;Outras Receitas;2;2;2;35138901;351389019;3
352;RECEITAS FINANCEIRAS COM OPERAÇÕES DE ASSISTÊNCIA À SAÚDE;1;2;2;35;352;3
3521;RECEITAS POR RECEBIMENTOS EM ATRASO;1;2;2;352;3521;3
35211;RECEITAS POR RECEBIMENTOS EM ATRASO;1;2;2;3521;35211;3
352119;Receitas por Recebimentos em Atraso;1;2;2;35211;352119;3
35211901;Receitas por Recebimentos em Atraso;1;2;2;352119;35211901;3
352119011;Receitas por Recebimentos em Atraso;2;2;2;35211901;352119011;3
3522;RECEITAS FINANCEIRAS COM OPERAÇÕES DE SEGUROS;1;2;2;352;3522;3
35221;SEGUROS DIRETOS;1;2;2;3522;35221;3
352219;Seguros Diretos;1;2;2;35221;352219;3
35221901;Seguros Diretos;1;2;2;352219;35221901;3
352219011;Juros;2;2;2;35221901;352219011;3
352219012;Atualização Monetária;2;2;2;35221901;352219012;3
352219019;Outras Receitas;2;2;2;35221901;352219019;3
35222;COSSEGUROS;1;2;2;3522;35222;3
352229;Cosseguros;1;2;2;35222;352229;3
35222901;Cosseguros;1;2;2;352229;35222901;3
352229011;Juros;2;2;2;35222901;352229011;3
352229012;Atualização Monetária;2;2;2;35222901;352229012;3
352229019;Outras Receitas;2;2;2;35222901;352229019;3
35224;RESSEGUROS;1;2;2;3522;35224;3
352249;Resseguros;1;2;2;35224;352249;3
35224901;Resseguros;1;2;2;352249;35224901;3
352249011;Juros;2;2;2;35224901;352249011;3
352249012;Atualização Monetária;2;2;2;35224901;352249012;3
352249013;Oscilação Cambial;2;2;2;35224901;352249013;3
352249019;Outras Receitas;2;2;2;35224901;352249019;3
3523;RECEITAS COM DEPÓSITOS E FUNDOS RETIDOS DE CONTRAPRESTAÇÕES;1;2;2;352;3523;3
35231;RECEITAS COM OUTROS DEPÓSITOS E FUNDOS RETIDOS DE CONTRAPRESTAÇÕES DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;2;2;3523;35231;3
352319;Receitas com Outros Depósitos e Fundos Retidos de Contraprestações de Assistência Médico-Hospitalar;1;2;2;35231;352319;3
35231901;Receitas com Outros Depósitos e Fundos Retidos de Contraprestações de Assistência Médico-Hospitalar;1;2;2;352319;35231901;3
352319011;Juros;2;2;2;35231901;352319011;3
352319012;Atualização Monetária;2;2;2;35231901;352319012;3
35232;RECEITAS COM DEPÓSITOS DE CONTRAPRESTAÇÕES DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;3523;35232;3
352329;Receitas com Depósitos  de Contraprestações de Assistência Médico-Hospitalar;1;2;2;35232;352329;3
35232901;Receitas com Depósitos  de Contraprestações de Assistência Médico-Hospitalar;1;2;2;352329;35232901;3
352329011;Juros;2;2;2;35232901;352329011;3
352329012;Atualização Monetária;2;2;2;35232901;352329012;3
353;RECEITAS DE AJUSTES A VALOR PRESENTE;1;2;2;35;353;3
3531;RECEITAS DE AJUSTES A VALOR PRESENTE;1;2;2;353;3531;3
35311;RECEITAS DE AJUSTES A VALOR PRESENTE;1;2;2;3531;35311;3
353119;Receitas de Ajustes a Valor Presente;1;2;2;35311;353119;3
35311901;Receitas de Ajustes a Valor Presente;1;2;2;353119;35311901;3
353119011;Receitas de Ajustes a Valor Presente;2;2;2;35311901;353119011;3
358;OUTRAS RECEITAS FINANCEIRAS;1;2;2;35;358;3
3581;RECEITAS COM DEPÓSITOS E EMPRÉSTIMOS COMPULSÓRIOS;1;2;2;358;3581;3
35811;RECEITAS COM DEPÓSITOS E EMPRÉSTIMOS COMPULSÓRIOS;1;2;2;3581;35811;3
358119;Receitas com Depósitos e Empréstimos Compulsórios;1;2;2;35811;358119;3
35811901;Receitas com Depósitos e Empréstimos Compulsórios;1;2;2;358119;35811901;3
358119011;Juros;2;2;2;35811901;358119011;3
358119012;Atualização Monetária;2;2;2;35811901;358119012;3
358119019;Outras Receitas;2;2;2;35811901;358119019;3
3582;RECEITAS COM CRÉDITOS TRIBUTÁRIOS;1;2;2;358;3582;3
35821;RECEITAS COM CRÉDITOS TRIBUTÁRIOS;1;2;2;3582;35821;3
358219;Receitas com Créditos Tributários;1;2;2;35821;358219;3
35821901;Receitas com Créditos Tributários;1;2;2;358219;35821901;3
358219011;Juros;2;2;2;35821901;358219011;3
358219012;Atualização Monetária;2;2;2;35821901;358219012;3
358219019;Outras Receitas;2;2;2;35821901;358219019;3
3583;RECEITAS COM DEPÓSITOS JUDICIAIS, E FISCAIS E FUNDOS RETIDOS;1;2;2;358;3583;3
35831;RECEITAS COM DEPÓSITOS JUDICIAIS, E FISCAIS E FUNDOS RETIDOS;1;2;2;3583;35831;3
358319;Receitas com Depósitos Judiciais, e Fiscais e Fundos Retidos;1;2;2;35831;358319;3
35831901;Receitas com Depósitos Judiciais, e Fiscais e Fundos Retidos;1;2;2;358319;35831901;3
358319011;Juros;2;2;2;35831901;358319011;3
358319012;Atualização Monetária;2;2;2;35831901;358319012;3
358319019;Outras Receitas;2;2;2;35831901;358319019;3
3584;RECEITAS DE JUROS DE CAPITAL PRÓPRIO;1;2;2;358;3584;3
35841;RECEITAS DE JUROS DE CAPITAL PRÓPRIO;1;2;2;3584;35841;3
358419;Receitas de Juros de Capital Próprio;1;2;2;35841;358419;3
35841901;Receitas de Juros de Capital Próprio;1;2;2;358419;35841901;3
358419011;Juros sobre Capital Próprio;2;2;2;35841901;358419011;3
3589;RECEITAS FINANCEIRAS DIVERSAS;1;2;2;358;3589;3
35891;RECEITAS FINANCEIRAS DIVERSAS;1;2;2;3589;35891;3
358919;Receitas Financeiras Diversas;1;2;2;35891;358919;3
35891901;Receitas Financeiras Diversas;1;2;2;358919;35891901;3
358919011;Juros;2;2;2;35891901;358919011;3
358919012;Atualização Monetária;2;2;2;35891901;358919012;3
358919013;Reversão de Encargos por Repactuação de Dívidas;2;2;2;35891901;358919013;3
358919019;Outras Receitas;2;2;2;35891901;358919019;3
36;RECEITAS PATRIMONIAIS;1;2;2;3;36;3
361;RECEITAS PATRIMONIAIS;1;2;2;36;361;3
3611;RECEITAS COM IMÓVEIS DE RENDA;1;2;2;361;3611;3
36111;RECEITAS COM IMÓVEIS DE RENDA;1;2;2;3611;36111;3
361119;Receitas com Imóveis de Renda;1;2;2;36111;361119;3
36111901;Receitas com Imóveis de Renda;1;2;2;361119;36111901;3
361119011;Aluguel;2;2;2;36111901;361119011;3
361119019;Outras Receitas;2;2;2;36111901;361119019;3
3612;AJUSTES POSITIVOS DE INVESTIMENTOS EM CONTROLADAS E COLIGADAS;1;2;2;361;3612;3
36121;AJUSTES POSITIVOS DE INVESTIMENTOS EM CONTROLADAS E COLIGADAS;1;2;2;3612;36121;3
361219;Ajustes Positivos de Investimentos em Controladas e Coligadas;1;2;2;36121;361219;3
36121901;Ajustes Positivos de Investimentos em Controladas e Coligadas;1;2;2;361219;36121901;3
361219011;Resultado de Equivalência Patrimonial;2;2;2;36121901;361219011;3
361219012;Ganho por compra vantajosa (deságio);2;2;2;36121901;361219012;3
3613;LUCRO NA ALIENAÇÃO DE BENS DO ATIVO NÃO CIRCULANTE;1;2;2;361;3613;3
36131;LUCRO NA ALIENAÇÃO DE BENS DO ATIVO NÃO CIRCULANTE;1;2;2;3613;36131;3
361319;Lucro na Alienação de Bens do Ativo Não Circulante;1;2;2;36131;361319;3
36131901;Lucro na Alienação de Bens do Ativo Não Circulante;1;2;2;361319;36131901;3
361319011;Investimentos;2;2;2;36131901;361319011;3
361319012;Imobilizado;2;2;2;36131901;361319012;3
3619;OUTROS INVESTIMENTOS;1;2;2;361;3619;3
36191;OUTROS INVESTIMENTOS;1;2;2;3619;36191;3
361919;Outros Investimentos;1;2;2;36191;361919;3
36191901;Outros Investimentos;1;2;2;361919;36191901;3
361919011;Dividendos e Rendimentos;2;2;2;36191901;361919011;3
361919019;Outras Receitas;2;2;2;36191901;361919019;3
4;DESPESAS;1;1;2;;4;4
41;EVENTOS INDENIZÁVEIS LÍQUIDOS / SINISTROS RETIDOS;1;1;2;4;41;4
411;EVENTOS/SINISTROS CONHECIDOS OU AVISADOS DE ASSISTÊNCIA À SAÚDE;1;1;2;41;411;4
4111;EVENTOS/ SINISTROS CONHECIDOS OU AVISADOS  DE ASSISTÊNCIA À SAÚDE NA MODALIDADE DE PAGAMENTO POR PROCEDIMENTO;1;1;2;411;4111;4
41111;EVENTOS/ SINISTROS CONHECIDOS OU AVISADOS  DE ASSISTÊNCIA A SAÚDE MEDICO HOSPITALAR ;1;1;2;4111;41111;4
411111;Cobertura Assistencial com Preço Pré-estabelecido;1;1;2;41111;411111;4
41111101;Planos Individuais/Familiares antes da Lei;1;1;2;411111;41111101;4
411111011;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111101;411111011;4
411111012;Glosa na modalidade de pagamento por procedimento;2;1;2;41111101;411111012;4
411111013;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111101;411111013;4
411111017;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111101;411111017;4
411111019;Outras Recuperações ;2;1;2;41111101;411111019;4
41111102;Planos Individuais/Familiares depois da Lei;1;1;2;411111;41111102;4
411111021;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111102;411111021;4
411111022;Glosa na modalidade de pagamento por procedimento;2;1;2;41111102;411111022;4
411111023;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111102;411111023;4
411111027;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111102;411111027;4
411111029;Outras Recuperações;2;1;2;41111102;411111029;4
41111103;Planos Coletivos por Adesão antes da Lei;1;1;2;411111;41111103;4
411111031;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111103;411111031;4
411111032;Glosa na modalidade de pagamento por procedimento;2;1;2;41111103;411111032;4
411111033;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111103;411111033;4
411111037;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111103;411111037;4
411111039;Outras Recuperações;2;1;2;41111103;411111039;4
41111104;Planos Coletivos por Adesão depois da  Lei;1;1;2;411111;41111104;4
411111041;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111104;411111041;4
411111042;Glosa na modalidade de pagamento por procedimento;2;1;2;41111104;411111042;4
411111043;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111104;411111043;4
411111047;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111104;411111047;4
411111049;Outras Recuperações;2;1;2;41111104;411111049;4
41111105;Planos Coletivos Empresariais antes da Lei;1;1;2;411111;41111105;4
411111051;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111105;411111051;4
411111052;Glosa na modalidade de pagamento por procedimento;2;1;2;41111105;411111052;4
411111053;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111105;411111053;4
411111057;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111105;411111057;4
411111059;Outras Recuperações;2;1;2;41111105;411111059;4
41111106;Planos Coletivos Empresariais depois da  Lei;1;1;2;411111;41111106;4
411111061;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111106;411111061;4
411111062;Glosa na modalidade de pagamento por procedimento;2;1;2;41111106;411111062;4
411111063;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111106;411111063;4
411111067;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111106;411111067;4
411111069;Outras Recuperações;2;1;2;41111106;411111069;4
41111108;Corresponsabilidade Assumida;1;1;2;411111;41111108;4
411111081;Despesas com Eventos / Sinistros;2;1;2;41111108;411111081;4
411111082;Glosas;2;1;2;41111108;411111082;4
411112;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;41111;411112;4
41111203;Planos Coletivos por Adesão antes da Lei;1;1;2;411112;41111203;4
411112031;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111203;411112031;4
411112032;Glosa na modalidade de pagamento por procedimento;2;1;2;41111203;411112032;4
411112033;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111203;411112033;4
411112037;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111203;411112037;4
411112039;Outras Recuperações;2;1;2;41111203;411112039;4
41111204;Planos Coletivos por Adesão depois da  Lei;1;1;2;411112;41111204;4
411112041;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111204;411112041;4
411112042;Glosa na modalidade de pagamento por procedimento;2;1;2;41111204;411112042;4
411112043;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111204;411112043;4
411112047;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111204;411112047;4
411112049;Outras Recuperações;2;1;2;41111204;411112049;4
41111205;Planos Coletivos Empresariais antes da Lei;1;1;2;411112;41111205;4
411112051;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111205;411112051;4
411112052;Glosa na modalidade de pagamento por procedimento;2;1;2;41111205;411112052;4
411112053;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111205;411112053;4
411112057;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111205;411112057;4
411112059;Outras Recuperações;2;1;2;41111205;411112059;4
41111206;Planos Coletivos Empresariais depois da  Lei;1;1;2;411112;41111206;4
411112061;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41111206;411112061;4
411112062;Glosa na modalidade de pagamento por procedimento;2;1;2;41111206;411112062;4
411112063;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41111206;411112063;4
411112067;Despesas com Eventos/Sinistros - Judicial;2;1;2;41111206;411112067;4
411112069;Outras Recuperações;2;1;2;41111206;411112069;4
41111208;Corresponsabilidade Assumida;1;1;2;411112;41111208;4
411112081;Despesas com Eventos / Sinistros;2;1;2;41111208;411112081;4
411112082;Glosas;2;1;2;41111208;411112082;4
41112;EVENTOS/SINISTROS  DE ASSISTÊNCIA ODONTOLÓGICA ;1;1;2;4111;41112;4
411121;Cobertura Assistencial com Preço Pré-estabelecido;1;1;2;41112;411121;4
41112101;Planos Individuais/Familiares antes da Lei;1;1;2;411121;41112101;4
411121011;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112101;411121011;4
411121012;Glosa na modalidade de pagamento por procedimento;2;1;2;41112101;411121012;4
411121013;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112101;411121013;4
411121017;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112101;411121017;4
411121019;Outras Recuperações;2;1;2;41112101;411121019;4
41112102;Planos Individuais/Familiares depois da Lei;1;1;2;411121;41112102;4
411121021;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112102;411121021;4
411121022;Glosa na modalidade de pagamento por procedimento;2;1;2;41112102;411121022;4
411121023;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112102;411121023;4
411121027;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112102;411121027;4
411121029;Outras Recuperações;2;1;2;41112102;411121029;4
41112103;Planos Coletivos por Adesão antes da Lei;1;1;2;411121;41112103;4
411121031;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112103;411121031;4
411121032;Glosa na modalidade de pagamento por procedimento;2;1;2;41112103;411121032;4
411121033;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112103;411121033;4
411121037;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112103;411121037;4
411121039;Outras Recuperações;2;1;2;41112103;411121039;4
41112104;Planos Coletivos por Adesão depois da Lei;1;1;2;411121;41112104;4
411121041;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112104;411121041;4
411121042;Glosa na modalidade de pagamento por procedimento;2;1;2;41112104;411121042;4
411121043;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112104;411121043;4
411121047;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112104;411121047;4
411121049;Outras Recuperações;2;1;2;41112104;411121049;4
41112105;Planos Coletivos Empresariais antes da Lei;1;1;2;411121;41112105;4
411121051;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112105;411121051;4
411121052;Glosa na modalidade de pagamento por procedimento;2;1;2;41112105;411121052;4
411121053;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112105;411121053;4
411121057;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112105;411121057;4
411121059;Outras Recuperações;2;1;2;41112105;411121059;4
41112106;Planos Coletivos Empresariais depois da Lei;1;1;2;411121;41112106;4
411121061;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112106;411121061;4
411121062;Glosa na modalidade de pagamento por procedimento;2;1;2;41112106;411121062;4
411121063;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112106;411121063;4
411121067;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112106;411121067;4
411121069;Outras Recuperações;2;1;2;41112106;411121069;4
41112108;Corresponsabilidade Assumida;1;1;2;411121;41112108;4
411121081;Despesas com Eventos / Sinistros;2;1;2;41112108;411121081;4
411121082;Glosas;2;1;2;41112108;411121082;4
411122;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;41112;411122;4
41112203;Planos Coletivos por Adesão antes da Lei;1;1;2;411122;41112203;4
411122031;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112203;411122031;4
411122032;Glosa na modalidade de pagamento por procedimento;2;1;2;41112203;411122032;4
411122033;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112203;411122033;4
411122037;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112203;411122037;4
411122039;Outras Recuperações;2;1;2;41112203;411122039;4
41112204;Planos Coletivos por Adesão depois da Lei;1;1;2;411122;41112204;4
411122041;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112204;411122041;4
411122042;Glosa na modalidade de pagamento por procedimento;2;1;2;41112204;411122042;4
411122043;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112204;411122043;4
411122047;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112204;411122047;4
411122049;Outras Recuperações;2;1;2;41112204;411122049;4
41112205;Planos Coletivos Empresariais antes da Lei;1;1;2;411122;41112205;4
411122051;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112205;411122051;4
411122052;Glosa na modalidade de pagamento por procedimento;2;1;2;41112205;411122052;4
411122053;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112205;411122053;4
411122057;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112205;411122057;4
411122059;Outras Recuperações;2;1;2;41112205;411122059;4
41112206;Planos Coletivos Empresariais depois da Lei;1;1;2;411122;41112206;4
411122061;Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento;2;1;2;41112206;411122061;4
411122062;Glosa na modalidade de pagamento por procedimento;2;1;2;41112206;411122062;4
411122063;Recuperação por Co-Participação na modalidade de pagamento por procedimento;2;1;2;41112206;411122063;4
411122067;Despesas com Eventos/Sinistros - Judicial;2;1;2;41112206;411122067;4
411122069;Outras Recuperações;2;1;2;41112206;411122069;4
41112208;Corresponsabilidade Assumida;1;1;2;411122;41112208;4
411122081;Despesas com Eventos / Sinistros;2;1;2;41112208;411122081;4
411122082;Glosas;2;1;2;41112208;411122082;4
4112;EVENTOS/ SINISTROS CONHECIDOS OU AVISADOS  NA MODALIDADE DE PAGAMENTO POR CAPITATION;1;1;2;411;4112;4
41121;EVENTOS/ SINISTROS CONHECIDOS OU AVISADOS  DE ASSISTÊNCIA A SAÚDE MEDICO HOSPITALAR ;1;1;2;4112;41121;4
411211;Cobertura Assistencial com Preço Pré-estabelecido;1;1;2;41121;411211;4
41121101;Planos Individuais/Familiares antes da Lei;1;1;2;411211;41121101;4
411211011;Despesas com Eventos / Sinistros;2;1;2;41121101;411211011;4
411211012;Glosas;2;1;2;41121101;411211012;4
411211013;Recuperação por Co-Participação;2;1;2;41121101;411211013;4
411211019;Outras Recuperações ;2;1;2;41121101;411211019;4
41121102;Planos Individuais/Familiares depois da Lei;1;1;2;411211;41121102;4
411211021;Despesas com Eventos / Sinistros;2;1;2;41121102;411211021;4
411211022;Glosas;2;1;2;41121102;411211022;4
411211023;Recuperação por Co-Participação;2;1;2;41121102;411211023;4
411211029;Outras Recuperações;2;1;2;41121102;411211029;4
41121103;Planos Coletivos por Adesão antes da Lei;1;1;2;411211;41121103;4
411211031;Despesas com Eventos / Sinistros;2;1;2;41121103;411211031;4
411211032;Glosas;2;1;2;41121103;411211032;4
411211033;Recuperação por Co-Participação;2;1;2;41121103;411211033;4
411211039;Outras Recuperações;2;1;2;41121103;411211039;4
41121104;Planos Coletivos por Adesão depois da  Lei;1;1;2;411211;41121104;4
411211041;Despesas com Eventos / Sinistros;2;1;2;41121104;411211041;4
411211042;Glosas;2;1;2;41121104;411211042;4
411211043;Recuperação por Co-Participação;2;1;2;41121104;411211043;4
411211049;Outras Recuperações;2;1;2;41121104;411211049;4
41121105;Planos Coletivos Empresariais antes da Lei;1;1;2;411211;41121105;4
411211051;Despesas com Eventos / Sinistros;2;1;2;41121105;411211051;4
411211052;Glosas;2;1;2;41121105;411211052;4
411211053;Recuperação por Co-Participação;2;1;2;41121105;411211053;4
411211059;Outras Recuperações;2;1;2;41121105;411211059;4
41121106;Planos Coletivos Empresariais depois da  Lei;1;1;2;411211;41121106;4
411211061;Despesas com Eventos / Sinistros;2;1;2;41121106;411211061;4
411211062;Glosas;2;1;2;41121106;411211062;4
411211063;Recuperação por Co-Participação;2;1;2;41121106;411211063;4
411211069;Outras Recuperações;2;1;2;41121106;411211069;4
41121108;Corresponsabilidade Assumida;1;1;2;411211;41121108;4
411211081;Despesas com Eventos / Sinistros;2;1;2;41121108;411211081;4
411211082;Glosas;2;1;2;41121108;411211082;4
411212;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;41121;411212;4
41121203;Planos Coletivos por Adesão antes da Lei;1;1;2;411212;41121203;4
411212031;Despesas com Eventos / Sinistros;2;1;2;41121203;411212031;4
411212032;Glosas;2;1;2;41121203;411212032;4
411212033;Recuperação por Co-Participação;2;1;2;41121203;411212033;4
411212039;Outras Recuperações;2;1;2;41121203;411212039;4
41121204;Planos Coletivos por Adesão depois da  Lei;1;1;2;411212;41121204;4
411212041;Despesas com Eventos / Sinistros;2;1;2;41121204;411212041;4
411212042;Glosas;2;1;2;41121204;411212042;4
411212043;Recuperação por Co-Participação;2;1;2;41121204;411212043;4
411212049;Outras Recuperações;2;1;2;41121204;411212049;4
41121205;Planos Coletivos Empresariais antes da Lei;1;1;2;411212;41121205;4
411212051;Despesas com Eventos / Sinistros;2;1;2;41121205;411212051;4
411212052;Glosas;2;1;2;41121205;411212052;4
411212053;Recuperação por Co-Participação;2;1;2;41121205;411212053;4
411212059;Outras Recuperações;2;1;2;41121205;411212059;4
41121206;Planos Coletivos Empresariais depois da  Lei;1;1;2;411212;41121206;4
411212061;Despesas com Eventos / Sinistros;2;1;2;41121206;411212061;4
411212062;Glosas;2;1;2;41121206;411212062;4
411212063;Recuperação por Co-Participação;2;1;2;41121206;411212063;4
411212069;Outras Recuperações;2;1;2;41121206;411212069;4
41121208;Corresponsabilidade Assumida;1;1;2;411212;41121208;4
411212081;Despesas com Eventos / Sinistros;2;1;2;41121208;411212081;4
411212082;Glosas;2;1;2;41121208;411212082;4
41122;EVENTOS/SINISTROS  DE ASSISTÊNCIA ODONTOLÓGICA ;1;1;2;4112;41122;4
411221;Cobertura Assistencial com Preço Pré-estabelecido;1;1;2;41122;411221;4
41122101;Planos Individuais/Familiares antes da Lei;1;1;2;411221;41122101;4
411221011;Despesas com Eventos / Sinistros;2;1;2;41122101;411221011;4
411221012;Glosas;2;1;2;41122101;411221012;4
411221013;Recuperação por Co-Participação;2;1;2;41122101;411221013;4
411221019;Outras Recuperações;2;1;2;41122101;411221019;4
41122102;Planos Individuais/Familiares depois da Lei;1;1;2;411221;41122102;4
411221021;Despesas com Eventos / Sinistros;2;1;2;41122102;411221021;4
411221022;Glosas;2;1;2;41122102;411221022;4
411221023;Recuperação por Co-Participação;2;1;2;41122102;411221023;4
